holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,traffic_volume
New Years Day,265.94,0.0,0.0,90.0,Haze,2016-01-01 00:00:00,1513
New Years Day,265.94,0.0,0.0,90.0,Snow,2016-01-01 00:00:00,1513
None,266.0,0.0,0.0,90.0,Snow,2016-01-01 01:00:00,1550
None,266.01,0.0,0.0,90.0,Snow,2016-01-01 03:00:00,719
None,264.8,0.0,0.0,90.0,Clouds,2016-01-01 04:00:00,533
None,264.38,0.0,0.0,90.0,Clouds,2016-01-01 05:00:00,586
None,263.99,0.0,0.0,1.0,Clear,2016-01-01 06:00:00,809
None,264.16,0.0,0.0,1.0,Clear,2016-01-01 07:00:00,882
None,264.8,0.0,0.0,75.0,Clouds,2016-01-01 08:00:00,1077
None,265.76,0.0,0.0,90.0,Clouds,2016-01-01 09:00:00,1574
None,267.61,0.0,0.0,40.0,Clouds,2016-01-01 10:00:00,2059
None,269.43,0.0,0.0,1.0,Clear,2016-01-01 12:00:00,3206
None,271.77,0.0,0.0,1.0,Clear,2016-01-01 13:00:00,3498
None,271.98,0.0,0.0,1.0,Clear,2016-01-01 14:00:00,3453
None,271.93,0.0,0.0,1.0,Clear,2016-01-01 16:00:00,3359
None,269.4,0.0,0.0,1.0,Clear,2016-01-01 18:00:00,2899
None,267.65,0.0,0.0,1.0,Clear,2016-01-01 20:00:00,2134
None,266.52,0.0,0.0,1.0,Clear,2016-01-01 21:00:00,1845
None,265.51,0.0,0.0,1.0,Clear,2016-01-01 23:00:00,1280
None,264.87,0.0,0.0,1.0,Clear,2016-01-02 01:00:00,633
None,263.58,0.0,0.0,1.0,Clear,2016-01-02 02:00:00,655
None,263.76,0.0,0.0,1.0,Clear,2016-01-02 03:00:00,659
None,263.24,0.0,0.0,1.0,Clear,2016-01-02 04:00:00,378
None,263.09,0.0,0.0,1.0,Clear,2016-01-02 05:00:00,610
None,263.14,0.0,0.0,1.0,Clear,2016-01-02 06:00:00,1043
None,263.39,0.0,0.0,1.0,Clear,2016-01-02 07:00:00,1440
None,264.19,0.0,0.0,1.0,Clear,2016-01-02 08:00:00,1880
None,264.99,0.0,0.0,1.0,Clear,2016-01-02 09:00:00,2715
None,267.69,0.0,0.0,1.0,Clear,2016-01-02 10:00:00,3153
None,269.82,0.0,0.0,1.0,Clear,2016-01-02 12:00:00,4236
None,272.08,0.0,0.0,1.0,Clear,2016-01-02 13:00:00,4426
None,272.57,0.0,0.0,1.0,Clear,2016-01-02 15:00:00,4513
None,271.62,0.0,0.0,1.0,Clear,2016-01-02 17:00:00,4498
None,269.96,0.0,0.0,1.0,Clear,2016-01-02 19:00:00,3148
None,269.35,0.0,0.0,5.0,Clear,2016-01-02 21:00:00,2649
None,269.15,0.0,0.0,75.0,Clouds,2016-01-02 22:00:00,2552
None,269.56,0.0,0.0,90.0,Clouds,2016-01-02 23:00:00,1830
None,269.89,0.0,0.0,90.0,Clouds,2016-01-03 00:00:00,931
None,270.26,0.0,0.0,90.0,Clouds,2016-01-03 01:00:00,633
None,270.24,0.0,0.0,90.0,Clouds,2016-01-03 03:00:00,659
None,270.21,0.0,0.0,90.0,Clouds,2016-01-03 05:00:00,606
None,270.11,0.0,0.0,90.0,Clouds,2016-01-03 07:00:00,1347
None,270.12,0.0,0.0,75.0,Clouds,2016-01-03 09:00:00,2484
None,270.68,0.0,0.0,90.0,Clouds,2016-01-03 11:00:00,3286
None,270.96,0.0,0.0,90.0,Clouds,2016-01-03 12:00:00,3755
None,270.98,0.0,0.0,90.0,Clouds,2016-01-03 14:00:00,4369
None,271.12,0.0,0.0,90.0,Clouds,2016-01-03 16:00:00,4052
None,270.21,0.0,0.0,1.0,Clear,2016-01-03 18:00:00,3278
None,268.65,0.0,0.0,1.0,Clear,2016-01-03 20:00:00,1813
None,267.3,0.0,0.0,1.0,Clear,2016-01-03 22:00:00,1415
None,265.36,0.0,0.0,1.0,Clear,2016-01-04 00:00:00,476
None,263.51,0.0,0.0,1.0,Clear,2016-01-04 02:00:00,270
None,261.64,0.0,0.0,1.0,Mist,2016-01-04 03:00:00,410
None,260.54,0.0,0.0,1.0,Mist,2016-01-04 05:00:00,2672
None,259.91,0.0,0.0,1.0,Mist,2016-01-04 06:00:00,5532
None,259.25,0.0,0.0,90.0,Mist,2016-01-04 07:00:00,6234
None,259.25,0.0,0.0,90.0,Fog,2016-01-04 07:00:00,6234
None,258.93,0.0,0.0,1.0,Fog,2016-01-04 08:00:00,5670
None,258.93,0.0,0.0,1.0,Mist,2016-01-04 08:00:00,5670
None,261.23,0.0,0.0,75.0,Fog,2016-01-04 09:00:00,4637
None,261.23,0.0,0.0,75.0,Mist,2016-01-04 09:00:00,4637
None,261.23,0.0,0.0,75.0,Snow,2016-01-04 09:00:00,4637
None,263.24,0.0,0.0,1.0,Mist,2016-01-04 10:00:00,4057
None,263.24,0.0,0.0,1.0,Snow,2016-01-04 10:00:00,4057
None,265.88,0.0,0.0,1.0,Clear,2016-01-04 11:00:00,4235
None,268.44,0.0,0.0,1.0,Clear,2016-01-04 13:00:00,4667
None,268.68,0.0,0.0,1.0,Clear,2016-01-04 15:00:00,5618
None,267.14,0.0,0.0,90.0,Clouds,2016-01-04 17:00:00,6053
None,265.74,0.0,0.0,5.0,Clear,2016-01-04 19:00:00,2834
None,265.93,0.0,0.0,90.0,Mist,2016-01-04 21:00:00,1902
None,266.26,0.0,0.0,90.0,Clouds,2016-01-04 22:00:00,1389
None,266.21,0.0,0.0,90.0,Clouds,2016-01-05 00:00:00,489
None,266.66,0.0,0.0,90.0,Clouds,2016-01-05 01:00:00,351
None,266.87,0.0,0.0,90.0,Clouds,2016-01-05 03:00:00,309
None,268.43,0.0,0.0,90.0,Clouds,2016-01-05 05:00:00,2692
None,268.11,0.0,0.0,40.0,Clouds,2016-01-05 06:00:00,5734
None,267.86,0.0,0.0,40.0,Clouds,2016-01-05 07:00:00,6525
None,267.61,0.0,0.0,1.0,Clear,2016-01-05 08:00:00,5762
None,268.29,0.0,0.0,1.0,Clear,2016-01-05 09:00:00,4836
None,269.51,0.0,0.0,75.0,Clouds,2016-01-05 10:00:00,4166
None,271.28,0.0,0.0,1.0,Clear,2016-01-05 12:00:00,4671
None,271.83,0.0,0.0,40.0,Clouds,2016-01-05 13:00:00,4708
None,271.9,0.0,0.0,1.0,Clear,2016-01-05 14:00:00,5188
None,271.52,0.0,0.0,1.0,Clear,2016-01-05 16:00:00,6487
None,270.18,0.0,0.0,1.0,Clear,2016-01-05 18:00:00,4306
None,269.28,0.0,0.0,90.0,Clouds,2016-01-05 20:00:00,2492
None,269.59,0.0,0.0,90.0,Clouds,2016-01-05 22:00:00,1432
None,270.24,0.0,0.0,90.0,Clouds,2016-01-05 23:00:00,972
None,270.7,0.0,0.0,90.0,Clouds,2016-01-06 00:00:00,757
None,270.72,0.0,0.0,90.0,Clouds,2016-01-06 01:00:00,555
None,270.85,0.0,0.0,90.0,Clouds,2016-01-06 02:00:00,426
None,270.59,0.0,0.0,90.0,Clouds,2016-01-06 03:00:00,475
None,269.84,0.0,0.0,1.0,Clear,2016-01-06 04:00:00,1007
None,269.3,0.0,0.0,1.0,Clear,2016-01-06 05:00:00,2772
None,269.53,0.0,0.0,1.0,Clear,2016-01-06 06:00:00,5765
None,269.64,0.0,0.0,1.0,Clear,2016-01-06 07:00:00,6716
None,269.84,0.0,0.0,1.0,Clear,2016-01-06 09:00:00,5104
None,271.66,0.0,0.0,1.0,Clear,2016-01-06 11:00:00,4568
None,272.56,0.0,0.0,90.0,Clouds,2016-01-06 12:00:00,4699
None,273.2,0.25,0.0,90.0,Rain,2016-01-06 13:00:00,4889
None,273.41,0.0,0.0,90.0,Clouds,2016-01-06 15:00:00,5623
None,273.26,0.0,0.0,90.0,Haze,2016-01-06 17:00:00,6071
None,273.26,0.0,0.0,90.0,Snow,2016-01-06 17:00:00,6071
None,272.65,0.0,0.0,90.0,Snow,2016-01-06 19:00:00,2815
None,272.65,0.0,0.0,90.0,Mist,2016-01-06 19:00:00,2815
None,272.47,0.0,0.25,90.0,Snow,2016-01-06 21:00:00,2077
None,272.47,0.0,0.25,90.0,Mist,2016-01-06 21:00:00,2077
None,272.39,0.0,0.0,90.0,Snow,2016-01-06 23:00:00,926
None,272.39,0.0,0.0,90.0,Mist,2016-01-06 23:00:00,926
None,272.39,0.0,0.0,90.0,Rain,2016-01-06 23:00:00,926
None,272.54,0.0,0.0,75.0,Mist,2016-01-07 00:00:00,558
None,272.54,0.0,0.0,75.0,Snow,2016-01-07 00:00:00,558
None,272.49,0.0,0.0,75.0,Mist,2016-01-07 01:00:00,323
None,272.49,0.0,0.0,75.0,Snow,2016-01-07 01:00:00,323
None,272.54,0.0,0.0,40.0,Mist,2016-01-07 02:00:00,315
None,272.54,0.0,0.0,40.0,Snow,2016-01-07 02:00:00,315
None,272.49,0.0,0.0,90.0,Mist,2016-01-07 03:00:00,524
None,272.49,0.0,0.0,90.0,Snow,2016-01-07 03:00:00,524
None,272.49,0.0,0.0,90.0,Snow,2016-01-07 04:00:00,1081
None,272.49,0.0,0.0,90.0,Mist,2016-01-07 04:00:00,1081
None,272.54,0.0,0.0,90.0,Mist,2016-01-07 05:00:00,2842
None,272.54,0.0,0.0,90.0,Snow,2016-01-07 05:00:00,2842
None,272.59,0.0,0.0,90.0,Mist,2016-01-07 07:00:00,6270
None,272.59,0.0,0.0,90.0,Snow,2016-01-07 07:00:00,6270
None,272.68,0.0,0.0,90.0,Mist,2016-01-07 09:00:00,4839
None,272.68,0.0,0.0,90.0,Rain,2016-01-07 09:00:00,4839
None,272.68,0.0,0.0,90.0,Snow,2016-01-07 09:00:00,4839
None,273.35,0.0,0.0,90.0,Mist,2016-01-07 11:00:00,4517
None,273.35,0.0,0.0,90.0,Snow,2016-01-07 11:00:00,4517
None,273.74,0.0,0.06,90.0,Snow,2016-01-07 12:00:00,4879
None,273.74,0.0,0.06,90.0,Mist,2016-01-07 12:00:00,4879
None,273.74,0.0,0.0,90.0,Mist,2016-01-07 13:00:00,4738
None,273.74,0.0,0.0,90.0,Snow,2016-01-07 13:00:00,4738
None,273.8,0.0,0.06,90.0,Snow,2016-01-07 15:00:00,5811
None,273.8,0.0,0.06,90.0,Mist,2016-01-07 15:00:00,5811
None,273.74,0.0,0.13,90.0,Snow,2016-01-07 16:00:00,6438
None,273.74,0.0,0.13,90.0,Mist,2016-01-07 16:00:00,6438
None,273.68,0.0,0.0,90.0,Mist,2016-01-07 19:00:00,3099
None,273.68,0.0,0.0,90.0,Snow,2016-01-07 19:00:00,3099
None,273.54,0.0,0.0,90.0,Mist,2016-01-07 21:00:00,2910
None,273.52,0.0,0.1,90.0,Snow,2016-01-07 23:00:00,1241
None,273.52,0.0,0.1,90.0,Mist,2016-01-07 23:00:00,1241
None,273.35,0.0,0.06,75.0,Snow,2016-01-08 00:00:00,628
None,273.35,0.0,0.06,75.0,Mist,2016-01-08 00:00:00,628
None,273.35,0.0,0.06,75.0,Fog,2016-01-08 00:00:00,628
None,273.35,0.0,0.06,75.0,Rain,2016-01-08 00:00:00,628
None,273.28,0.0,0.17,90.0,Snow,2016-01-08 01:00:00,359
None,273.28,0.0,0.17,90.0,Mist,2016-01-08 01:00:00,359
None,273.28,0.0,0.17,90.0,Rain,2016-01-08 01:00:00,359
None,273.22,0.0,0.08,90.0,Snow,2016-01-08 03:00:00,401
None,273.22,0.0,0.08,90.0,Mist,2016-01-08 03:00:00,401
None,273.02,0.0,0.0,90.0,Snow,2016-01-08 04:00:00,815
None,273.02,0.0,0.0,90.0,Mist,2016-01-08 04:00:00,815
None,273.08,0.0,0.0,90.0,Snow,2016-01-08 05:00:00,2547
None,273.08,0.0,0.0,90.0,Mist,2016-01-08 05:00:00,2547
None,272.91,0.0,0.0,90.0,Mist,2016-01-08 07:00:00,5960
None,272.91,0.0,0.0,90.0,Snow,2016-01-08 07:00:00,5960
None,272.98,0.0,0.0,90.0,Mist,2016-01-08 09:00:00,4749
None,272.98,0.0,0.0,90.0,Snow,2016-01-08 09:00:00,4749
None,273.71,0.0,0.0,90.0,Mist,2016-01-08 10:00:00,4428
None,273.71,0.0,0.0,90.0,Snow,2016-01-08 10:00:00,4428
None,273.92,0.0,0.0,90.0,Mist,2016-01-08 12:00:00,4879
None,273.92,0.0,0.0,90.0,Snow,2016-01-08 12:00:00,4879
None,273.8,0.0,0.25,90.0,Snow,2016-01-08 13:00:00,4933
None,273.8,0.0,0.25,90.0,Mist,2016-01-08 13:00:00,4933
None,273.67,0.0,0.13,90.0,Snow,2016-01-08 15:00:00,5548
None,273.67,0.0,0.13,90.0,Mist,2016-01-08 15:00:00,5548
None,272.56,0.0,0.0,90.0,Snow,2016-01-08 17:00:00,5982
None,272.56,0.0,0.0,90.0,Mist,2016-01-08 17:00:00,5982
None,271.33,0.0,0.0,90.0,Snow,2016-01-08 19:00:00,3233
None,271.33,0.0,0.0,90.0,Mist,2016-01-08 19:00:00,3233
None,270.15,0.0,0.0,90.0,Snow,2016-01-08 21:00:00,2506
