holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,traffic_volume
None,287.586,0.0,0.0,92.0,Rain,2015-06-11 20:00:00,2886
None,297.543,0.0,0.0,0.0,Clear,2015-06-12 18:00:00,4380
None,292.061,0.0,0.0,8.0,Clear,2015-06-12 20:00:00,3095
None,292.061,0.0,0.0,8.0,Clear,2015-06-12 21:00:00,3299
None,294.84,0.0,0.0,76.0,Clouds,2015-06-13 21:00:00,3040
None,293.137,0.0,0.0,56.0,Clouds,2015-06-13 23:00:00,2051
None,296.064,0.0,0.0,88.0,Rain,2015-06-14 20:00:00,2909
None,299.007,0.0,0.0,0.0,Clear,2015-06-19 18:00:00,4681
None,295.369,0.0,0.0,88.0,Rain,2015-06-20 18:00:00,4045
None,293.514,0.0,0.0,12.0,Clouds,2015-06-22 00:00:00,742
None,295.744,0.0,0.0,12.0,Clouds,2015-06-22 18:00:00,4415
None,287.741,0.0,0.0,0.0,Clear,2015-06-24 04:00:00,923
None,290.225,0.0,0.0,0.0,Clear,2015-06-24 06:00:00,5834
None,290.225,0.0,0.0,0.0,Clear,2015-06-24 07:00:00,5401
None,290.225,0.0,0.0,0.0,Clear,2015-06-24 08:00:00,5097
None,297.003,0.0,0.0,36.0,Clouds,2015-06-24 10:00:00,4723
None,299.882,0.0,0.0,24.0,Clouds,2015-06-24 11:00:00,4947
None,299.882,0.0,0.0,24.0,Clouds,2015-06-24 13:00:00,5000
None,301.221,0.0,0.0,12.0,Clouds,2015-06-24 14:00:00,5247
None,301.221,0.0,0.0,12.0,Clouds,2015-06-24 15:00:00,5830
None,301.221,0.0,0.0,12.0,Clouds,2015-06-24 16:00:00,6393
None,297.91,0.0,0.0,92.0,Rain,2015-06-24 18:00:00,4658
None,297.91,0.0,0.0,92.0,Rain,2015-06-24 19:00:00,3378
None,297.91,0.0,0.0,92.0,Rain,2015-06-24 20:00:00,3028
None,291.896,0.0,0.0,92.0,Rain,2015-06-24 21:00:00,2929
None,291.896,0.0,0.0,92.0,Rain,2015-06-24 22:00:00,2119
None,291.896,0.0,0.0,92.0,Rain,2015-06-24 23:00:00,1205
None,291.616,0.0,0.0,88.0,Rain,2015-06-25 00:00:00,762
None,291.616,0.0,0.0,88.0,Rain,2015-06-25 02:00:00,334
None,291.093,0.0,0.0,88.0,Rain,2015-06-25 03:00:00,352
None,299.34,0.0,0.0,1.0,Clear,2015-06-25 13:00:00,5116
None,299.53,0.0,0.0,75.0,Clouds,2015-06-25 14:00:00,5264
None,299.9,0.0,0.0,40.0,Clouds,2015-06-25 15:00:00,6122
None,299.8,0.0,0.0,40.0,Clouds,2015-06-25 16:00:00,6277
None,299.52,0.0,0.0,75.0,Clouds,2015-06-25 17:00:00,5996
None,298.52,0.0,0.0,1.0,Clear,2015-06-25 19:00:00,3843
None,297.46,0.0,0.0,1.0,Clear,2015-06-25 20:00:00,3207
None,295.25,0.0,0.0,1.0,Clear,2015-06-25 21:00:00,3189
None,293.36,0.0,0.0,1.0,Clear,2015-06-25 22:00:00,2469
None,292.11,0.0,0.0,1.0,Clear,2015-06-25 23:00:00,1507
None,291.4,0.0,0.0,1.0,Clear,2015-06-26 00:00:00,865
None,290.54,0.0,0.0,1.0,Clear,2015-06-26 01:00:00,495
None,290.35,0.0,0.0,1.0,Clear,2015-06-26 02:00:00,384
None,289.83,0.0,0.0,1.0,Clear,2015-06-26 04:00:00,866
None,289.32,0.0,0.0,1.0,Clear,2015-06-26 05:00:00,2735
None,289.55,0.0,0.0,1.0,Clear,2015-06-26 06:00:00,5588
None,291.77,0.0,0.0,1.0,Clear,2015-06-26 08:00:00,5031
None,295.3,0.0,0.0,1.0,Clear,2015-06-26 10:00:00,4428
None,296.8,0.0,0.0,1.0,Haze,2015-06-26 11:00:00,4501
None,299.0,0.0,0.0,1.0,Clear,2015-06-26 13:00:00,4313
None,299.33,0.0,0.0,1.0,Clear,2015-06-26 14:00:00,5118
None,299.5,0.0,0.0,1.0,Clear,2015-06-26 15:00:00,5833
None,299.64,0.0,0.0,40.0,Clouds,2015-06-26 16:00:00,6002
None,298.27,0.55,0.0,75.0,Rain,2015-06-26 17:00:00,5319
None,298.27,0.55,0.0,75.0,Thunderstorm,2015-06-26 17:00:00,5319
None,296.23,0.55,0.0,40.0,Rain,2015-06-26 18:00:00,4416
None,296.23,0.55,0.0,40.0,Thunderstorm,2015-06-26 18:00:00,4416
None,295.88,1.02,0.0,40.0,Rain,2015-06-26 19:00:00,3612
None,295.88,1.02,0.0,40.0,Thunderstorm,2015-06-26 19:00:00,3612
None,294.59,0.0,0.0,90.0,Rain,2015-06-26 20:00:00,3125
None,292.7,0.0,0.0,1.0,Thunderstorm,2015-06-26 21:00:00,3441
None,291.36,0.0,0.0,1.0,Rain,2015-06-26 22:00:00,3038
None,290.23,0.0,0.0,1.0,Clear,2015-06-26 23:00:00,2102
None,289.44,0.0,0.0,1.0,Clear,2015-06-27 00:00:00,1468
None,289.0,0.0,0.0,1.0,Clear,2015-06-27 01:00:00,829
None,288.65,0.0,0.0,1.0,Clear,2015-06-27 02:00:00,672
None,288.08,0.6,0.0,1.0,Rain,2015-06-27 03:00:00,452
None,288.08,0.6,0.0,1.0,Mist,2015-06-27 03:00:00,452
None,287.44,0.0,0.0,1.0,Mist,2015-06-27 04:00:00,513
None,287.16,0.0,0.0,1.0,Mist,2015-06-27 05:00:00,847
None,286.92,0.0,0.0,1.0,Mist,2015-06-27 06:00:00,1371
None,289.03,0.0,0.0,1.0,Mist,2015-06-27 07:00:00,2048
